,X,date,exp_num,exp_subrun,resp_run,e_coli_plate,vial_ID,vial_id_copy_pasted,resp_rate,resp_rate_SA_corr,abs_resp_rate_SA_corr,treat_ID_full,treat_ID_dose_temp_food,NO3_mean_observed,NH4_mean_observed,treat_ID_collapsed_controls,food_sym_state,N_species_dose,N_species,control_or_nutrient,N_dose,temp,food,sym_state,beetag,exp_run_full,beetag_exprun,col_num,jar_unique_ID,broken_or_damaged,NO3_category
596,12,7_26_22,1,B,2,1,D3,D3,-0.00251,-0.123071238,0.123071238,N_1.5_30_S_A,N_1.5_30_S,6.054,19.77225,N_1.5_30_S_A,S_A,N_1.5,N,Nitrate,1.5,30,S,A,G24Y42,1B,G24Y42_exp1B,184,42,0,Elevated
597,7,7_26_22,1,A,3,0,C2,C2,-0.0058,-0.123180422,0.123180422,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5_30_S_A,S_A,N_5,N,Nitrate,5,30,S,A,Y14B76,1A,Y14B76_exp1A,151,28,0,Elevated
598,21,08_15_22,2,A,1,1,A6,A6,-0.00332,-0.124287558,0.124287558,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G30Y78,2A,G30Y78_exp2A,198,75,0,Low
599,18,7_26_22,1,B,2,1,B5,B5,-0.00423,-0.12445589,0.12445589,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5_30_F_A,F_A,A_7.5,A,Ammonium,7.5,30,F,A,Y3B26,1B,Y3B26_exp1B,178,60,0,Low
600,15,7_26_22,1,B,3,1,C4,C4,-0.00524,-0.124533295,0.124533295,A_10_30_S_A,A_10_30_S,3.6255,21.30325,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R15W77,1B,R15W77_exp1B,190,53,0,Low
601,12,7_26_22,1,A,3,0,D3,D3,-0.0073,-0.124644067,0.124644067,A_10_20_S_S,A_10_20_S,3.133,20.30575,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R8W42,1A,R8W42_exp1A,144,24,0,Low
602,16,08_15_22,2,A,2,0,D4,D4,-0.00235,-0.124782775,0.124782775,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5_20_S_A,S_A,A_7.5,A,Ammonium,7.5,20,S,A,Y8B45,2A,Y8B45_exp2A,197,96,0,Low
603,15,7_26_22,1,B,2,0,C4,C4,-0.00552,-0.125016874,0.125016874,A_7.5_20_F_S,A_7.5_20_F,3.24,11.789,A_7.5_20_F_S,F_S,A_7.5,A,Ammonium,7.5,20,F,S,Y20B100,1B,Y20B100_exp1B,166,58,0,Low
604,12,08_20_22,2,B,3,0,D3,D3,-0.00512,-0.12521427,0.12521427,A_10_20_S_S,A_10_20_S,3.133,20.30575,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R6W31,2B,R6W31_exp2B,217,118,0,Low
605,22,09_01_22,3,A,3,1,B6,B6,-0.00545,-0.125450958,0.125450958,N_18_30_F_S,N_18_30_F,11.664,8.8355,N_18_30_F_S,F_S,N_18,N,Nitrate,18,30,F,S,R14W74,3A,R14W74_exp3A,240,149,0,Elevated
606,12,08_15_22,2,A,1,0,D3,D3,-0.0056,-0.125491552,0.125491552,N_0_20_F_S,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,B13G10,2A,B13G10_exp2A,175,65,0,Low
607,18,08_15_22,2,A,3,0,B5,B5,-0.00321,-0.12562473,0.12562473,N_18_20_F_S,N_18_20_F,10.9255,4.173,N_18_20_F_S,F_S,N_18,N,Nitrate,18,20,F,S,R1W2,2A,R1W2_exp2A,206,81,0,Elevated
608,12,09_01_22,3,A,1,0,D3,D3,-0.00913,-0.125660217,0.125660217,N_0_20_F_S,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,B13G13,3A,B13G13_exp3A,240,129,0,Low
609,13,08_15_22,2,A,2,1,A4,A4,-0.0055,-0.126035207,0.126035207,N_1.5_30_S_A,N_1.5_30_S,6.054,19.77225,N_1.5_30_S_A,S_A,N_1.5,N,Nitrate,1.5,30,S,A,G34Y4,2A,G34Y4_exp2A,207,78,0,Elevated
610,16,7_26_22,1,A,3,1,D4,D4,-0.00698,-0.126613527,0.126613527,A_10_30_S_S,A_10_30_S,3.6255,21.30325,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R20W93,1A,R20W93_exp1A,157,18,0,Low
611,21,7_26_22,1,B,3,0,A6,A6,-0.00414,-0.126930459,0.126930459,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18_30_F_A,F_A,N_18,N,Nitrate,18,30,F,A,R21W94,1B,R21W94_exp1B,166,55,0,Elevated
612,23,08_20_22,2,B,3,1,C6,C6,-0.00515,-0.127921561,0.127921561,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18_30_S_A,S_A,N_18,N,Nitrate,18,30,S,A,R8W41,2B,R8W41_exp2B,212,120,0,Elevated
613,5,09_01_22,3,A,2,1,A2,A2,-0.00274,-0.128099238,0.128099238,A_5_30_S_A,A_5_30_S,3.08375,19.91575,A_5_30_S_A,S_A,A_5,A,Ammonium,5,30,S,A,G38Y35,3A,G38Y35_exp3A,237,144,0,Low
614,21,08_15_22,2,A,3,0,A6,A6,-0.00214,-0.128280083,0.128280083,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18_30_F_A,F_A,N_18,N,Nitrate,18,30,F,A,R14W71,2A,R14W71_exp2A,202,85,0,Elevated
615,9,7_26_22,1,B,1,1,A3,A3,-0.00264,-0.129313748,0.129313748,A_0_30_F_S,A_0_30_F,2.3655,16.977,CNTRL_0_30_F_S,F_S,CNTRL_0,CNTRL,Control,0,30,F,S,B13G13,1B,B13G13_exp1B,178,33,0,Low
616,24,7_26_22,1,B,1,1,D6,D6,-0.00327,-0.129643105,0.129643105,A_5_30_F_A,A_5_30_F,2.6645,10.267,A_5_30_F_A,F_A,A_5,A,Ammonium,5,30,F,A,G33Y95,1B,G33Y95_exp1B,178,44,0,Low
617,4,08_15_22,2,A,3,1,D1,D1,-0.00551,-0.130090147,0.130090147,N_5_20_S_S,N_5_20_S,5.87925,8.4235,N_5_20_S_S,S_S,N_5,N,Nitrate,5,20,S,S,Y4B34,2A,Y4B34_exp2A,208,94,0,Low
618,23,7_26_22,1,A,3,0,C6,C6,-0.00434,-0.131075436,0.131075436,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18_30_S_A,S_A,N_18,N,Nitrate,18,30,S,A,R6W29,1A,R6W29_exp1A,151,22,0,Elevated
619,21,09_05_22,3,B,1,0,A6,A6,-0.0037,-0.131176385,0.131176385,A_5_20_S_A,A_5_20_S,3.4665,11.236,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,O11G22,3B,O11G22_exp3B,242,163,0,Low
620,23,09_01_22,3,A,1,0,C6,C6,-0.00488,-0.131206257,0.131206257,A_5_30_F_A,A_5_30_F,2.6645,10.267,A_5_30_F_A,F_A,A_5,A,Ammonium,5,30,F,A,G35Y21,3A,G35Y21_exp3A,237,143,0,Low
621,10,08_15_22,2,A,3,1,B3,B3,-0.00372,-0.13131533,0.13131533,A_10_20_F_S,A_10_20_F,3.503,12.384,A_10_20_F_S,F_S,A_10,A,Ammonium,10,20,F,S,R11W54,2A,R11W54_exp2A,220,83,0,Low
622,4,08_20_22,2,B,1,0,D1,D1,-0.00282,-0.131669433,0.131669433,A_0_20_F_S,A_0_20_F,3.023,4.275,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,B27G56,2B,B27G56_exp2B,211,99,0,Low
623,10,09_01_22,3,A,1,1,B3,B3,-0.00455,-0.132038698,0.132038698,A_0_30_S_A,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,B29G65,3A,B29G65_exp3A,237,136,0,Low
624,20,08_15_22,2,A,3,1,D5,D5,-0.00205,-0.13233884,0.13233884,N_18_20_S_S,N_18_20_S,13.03475,9.2295,N_18_20_S_S,S_S,N_18,N,Nitrate,18,20,S,S,R10W49,2A,R10W49_exp2A,208,82,0,Elevated
625,12,7_26_22,1,B,3,0,D3,D3,-0.00391,-0.132756195,0.132756195,A_10_20_S_S,A_10_20_S,3.133,20.30575,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R14W73,1B,R14W73_exp1B,167,52,0,Low
626,17,09_05_22,3,B,2,1,A5,A5,-0.00489,-0.13426739,0.13426739,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5_20_S_A,S_A,A_7.5,A,Ammonium,7.5,20,S,A,O15Y22,3B,O15Y22_exp3B,247,167,0,Low
627,5,09_01_22,3,A,3,1,A2,A2,-0.00628,-0.13443722,0.13443722,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5_30_F_A,F_A,N_5,N,Nitrate,5,30,F,A,Y8B47,3A,Y8B47_exp3A,237,160,0,Low
628,10,08_15_22,2,A,1,0,B3,B3,-0.00815,-0.13496355,0.13496355,A_0_30_S_S,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B29G70,2A,B29G70_exp2A,205,72,0,Low
629,21,08_20_22,2,B,3,1,A6,A6,-0.0075,-0.135337255,0.135337255,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18_30_F_A,F_A,N_18,N,Nitrate,18,30,F,A,R7W36,2B,R7W36_exp2B,201,119,0,Elevated
630,17,09_05_22,3,B,2,0,A5,A5,-0.00438,-0.13534876,0.13534876,A_7.5_20_S_S,A_7.5_20_S,2.461,13.123,A_7.5_20_S_S,S_S,A_7.5,A,Ammonium,7.5,20,S,S,O15Y23,3B,O15Y23_exp3B,249,167,0,Low
631,8,09_01_22,3,A,2,1,D2,D2,-0.00772,-0.13591809,0.13591809,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_S,F_S,N_1.5,N,Nitrate,1.5,20,F,S,G23Y3130,3A,G23Y3130_exp3A,239,137,0,Low
632,4,08_20_22,2,B,3,1,D1,D1,-0.00634,-0.136182646,0.136182646,N_5_20_S_S,N_5_20_S,5.87925,8.4235,N_5_20_S_S,S_S,N_5,N,Nitrate,5,20,S,S,Y5B39,2B,Y5B39_exp2B,225,128,0,Low
633,21,09_01_22,3,A,3,0,A6,A6,-0.00326,-0.136482505,0.136482505,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18_30_F_A,F_A,N_18,N,Nitrate,18,30,F,A,R14W70,3A,R14W70_exp3A,227,149,0,Elevated
634,10,09_05_22,3,B,3,1,B3,B3,-0.00425,-0.13710276,0.13710276,A_10_20_F_S,A_10_20_F,3.503,12.384,A_10_20_F_S,F_S,A_10,A,Ammonium,10,20,F,S,O21W43,3B,O21W43_exp3B,243,171,0,Low
635,11,7_26_22,1,A,3,0,C3,C3,-0.00501,-0.137531772,0.137531772,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R8W40,1A,R8W40_exp1A,154,24,0,Low
636,23,09_05_22,3,B,1,1,C6,C6,-0.00485,-0.137772315,0.137772315,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,O11G25,3B,O11G25_exp3B,254,163,0,Low
637,22,09_05_22,3,B,2,0,B6,B6,-0.00373,-0.138482351,0.138482351,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5_20_F_A,F_A,N_5,N,Nitrate,5,20,F,A,O12Y1,3B,O12Y1_exp3B,238,164,0,Elevated
638,9,08_15_22,2,A,3,1,A3,A3,-0.00504,-0.138786975,0.138786975,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10_20_F_A,F_A,A_10,A,Ammonium,10,20,F,A,R11W51,2A,R11W51_exp2A,210,83,0,Low
639,15,09_05_22,3,B,2,0,C4,C4,-0.00658,-0.139648065,0.139648065,A_7.5_20_F_S,A_7.5_20_F,3.24,11.789,A_7.5_20_F_S,F_S,A_7.5,A,Ammonium,7.5,20,F,S,O14Y15,3B,O14Y15_exp3B,248,166,0,Low
640,10,7_26_22,1,A,2,1,B3,B3,-0.00382,-0.140474805,0.140474805,N_1.5_30_F_A,N_1.5_30_F,2.5815,11.0275,N_1.5_30_F_A,F_A,N_1.5,N,Nitrate,1.5,30,F,A,G28Y62,1A,G28Y62_exp1A,168,11,0,Low
641,22,08_20_22,2,B,3,0,B6,B6,-0.00662,-0.14051421,0.14051421,N_18_30_F_S,N_18_30_F,11.664,8.8355,N_18_30_F_S,F_S,N_18,N,Nitrate,18,30,F,S,R7W37,2B,R7W37_exp2B,175,119,0,Elevated
642,15,09_05_22,3,B,3,0,C4,C4,-0.01002,-0.140566939,0.140566939,A_10_30_S_A,A_10_30_S,3.6255,21.30325,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,W20O84,3B,W20O84_exp3B,242,187,0,Low
643,17,08_15_22,2,A,1,0,A5,A5,-0.00584,-0.140611189,0.140611189,N_0_30_S_A,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,B26G48,2A,B26G48_exp2A,193,70,0,Low
644,21,09_01_22,3,A,3,1,A6,A6,-0.00502,-0.140929432,0.140929432,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18_30_F_A,F_A,N_18,N,Nitrate,18,30,F,A,R14W71,3A,R14W71_exp3A,237,149,0,Elevated
645,17,08_15_22,2,A,3,0,A5,A5,-0.00261,-0.141121207,0.141121207,N_18_20_F_A,N_18_20_F,10.9255,4.173,N_18_20_F_A,F_A,N_18,N,Nitrate,18,20,F,A,R1W3,2A,R1W3_exp2A,174,81,0,Elevated
646,24,08_20_22,2,B,3,0,D6,D6,-0.0097,-0.141342801,0.141342801,N_18_30_S_S,N_18_30_S,17.905,15.95375,N_18_30_S_S,S_S,N_18,N,Nitrate,18,30,S,S,R8W43,2B,R8W43_exp2B,209,120,0,Elevated
647,10,7_26_22,1,A,3,0,B3,B3,-0.00584,-0.141685101,0.141685101,A_10_20_F_S,A_10_20_F,3.503,12.384,A_10_20_F_S,F_S,A_10,A,Ammonium,10,20,F,S,R7W37,1A,R7W37_exp1A,143,23,0,Low
648,9,09_05_22,3,B,3,1,A3,A3,-0.00705,-0.142385444,0.142385444,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10_20_F_A,F_A,A_10,A,Ammonium,10,20,F,A,O21W40,3B,O21W40_exp3B,245,171,0,Low
649,11,08_20_22,2,B,1,0,C3,C3,-0.00625,-0.14343632,0.14343632,N_0_20_F_A,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_A,F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B14G14,2B,B14G14_exp2B,149,97,0,Low
650,16,08_15_22,2,A,1,0,D4,D4,-0.00865,-0.143536968,0.143536968,N_0_30_F_S,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_S,F_S,CNTRL_0,CNTRL,Control,0,30,F,S,B25G46,2A,B25G46_exp2A,185,69,0,Low
651,6,08_20_22,2,B,3,0,B2,B2,-0.00621,-0.143578181,0.143578181,N_5_30_F_S,N_5_30_F,5.8445,11.501,N_5_30_F_S,F_S,N_5,N,Nitrate,5,30,F,S,Y14B77,2B,Y14B77_exp2B,175,124,0,Low
652,15,7_26_22,1,A,2,1,C4,C4,-0.00511,-0.143683304,0.143683304,A_7.5_20_F_S,A_7.5_20_F,3.24,11.789,A_7.5_20_F_S,F_S,A_7.5,A,Ammonium,7.5,20,F,S,Y11B58,1A,Y11B58_exp1A,152,27,0,Low
653,11,08_20_22,2,B,3,1,C3,C3,-0.00352,-0.143895625,0.143895625,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R6W29,2B,R6W29_exp2B,224,118,0,Low
654,18,08_20_22,2,B,3,1,B5,B5,-0.0046,-0.143934107,0.143934107,N_18_20_F_S,N_18_20_F,10.9255,4.173,N_18_20_F_S,F_S,N_18,N,Nitrate,18,20,F,S,R3W13,2B,R3W13_exp2B,223,115,0,Elevated
655,20,09_01_22,3,A,2,0,D5,D5,-0.00519,-0.144353421,0.144353421,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_A,S_A,A_7.5,A,Ammonium,7.5,30,S,A,Y20B21,3A,Y20B21_exp3A,237,156,0,Low
656,16,7_26_22,1,A,2,1,D4,D4,-0.0042,-0.14476369,0.14476369,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5_20_S_A,S_A,A_7.5,A,Ammonium,7.5,20,S,A,Y17B90,1A,Y17B90_exp1A,154,30,0,Low
657,5,09_05_22,3,B,3,1,A2,A2,-0.00402,-0.14499058,0.14499058,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5_30_F_A,F_A,N_5,N,Nitrate,5,30,F,A,W11O47,3B,W11O47_exp3B,242,179,0,Low
658,5,08_20_22,2,B,1,1,A2,A2,-0.00425,-0.146050989,0.146050989,A_0_20_F_S,A_0_20_F,3.023,4.275,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,B27G57,2B,B27G57_exp2B,226,99,0,Low
659,17,09_01_22,3,A,1,0,A5,A5,-0.0078,-0.146336596,0.146336596,N_0_30_S_A,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,B26G50,3A,B26G50_exp3A,237,134,0,Low
660,20,7_26_22,1,A,3,1,D5,D5,-0.0065,-0.146789783,0.146789783,N_18_20_S_S,N_18_20_S,13.03475,9.2295,N_18_20_S_S,S_S,N_18,N,Nitrate,18,20,S,S,R5W27,1A,R5W27_exp1A,157,21,0,Elevated
661,19,08_15_22,2,A,1,1,C5,C5,-0.00346,-0.147341026,0.147341026,N_0_30_S_S,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B26G52,2A,B26G52_exp2A,208,70,0,Low
662,15,7_26_22,1,A,3,0,C4,C4,-0.00595,-0.147606728,0.147606728,A_10_30_S_A,A_10_30_S,3.6255,21.30325,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R20W88,1A,R20W88_exp1A,165,18,0,Low
663,6,08_15_22,2,A,1,0,B2,B2,-0.00357,-0.148060515,0.148060515,A_0_20_S_S,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B24G41,2A,B24G41_exp2A,201,68,0,Low
664,14,08_20_22,2,B,3,1,B4,B4,-0.00943,-0.148172607,0.148172607,A_10_30_F_S,A_10_30_F,2.017,22.001,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R12W60,2B,R12W60_exp2B,233,113,0,Low
665,10,08_15_22,2,A,2,1,B3,B3,-0.00635,-0.148187589,0.148187589,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_S,S_S,N_1.5,N,Nitrate,1.5,20,S,S,G24Y44,2A,G24Y44_exp2A,208,74,0,Low
666,4,7_26_22,1,A,3,0,D1,D1,-0.00347,-0.1502114,0.1502114,N_5_20_S_S,N_5_20_S,5.87925,8.4235,N_5_20_S_S,S_S,N_5,N,Nitrate,5,20,S,S,Y10B53,1A,Y10B53_exp1A,154,26,0,Low
667,11,7_26_22,1,A,3,1,C3,C3,-0.00709,-0.150336838,0.150336838,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R8W41,1A,R8W41_exp1A,154,24,0,Low
668,18,7_26_22,1,A,2,1,B5,B5,-0.00417,-0.1530478,0.1530478,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5_30_F_A,F_A,A_7.5,A,Ammonium,7.5,30,F,A,Y15B80,1A,Y15B80_exp1A,161,29,0,Low
669,13,08_20_22,2,B,3,1,A4,A4,-0.00527,-0.153436797,0.153436797,A_10_30_F_A,A_10_30_F,2.017,22.001,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R12W57,2B,R12W57_exp2B,215,113,0,Low
670,9,7_26_22,1,A,3,1,A3,A3,-0.00437,-0.153604196,0.153604196,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10_20_F_A,F_A,A_10,A,Ammonium,10,20,F,A,R7W35,1A,R7W35_exp1A,153,23,0,Low
671,22,7_26_22,1,B,2,0,B6,B6,-0.00524,-0.155505099,0.155505099,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5_20_F_A,F_A,N_5,N,Nitrate,5,20,F,A,Y5B35,1B,Y5B35_exp1B,160,62,0,Elevated
672,15,08_20_22,2,B,2,1,C4,C4,-0.00717,-0.156278457,0.156278457,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5_20_F_A,F_A,A_7.5,A,Ammonium,7.5,20,F,A,Y10B51,2B,Y10B51_exp2B,213,122,0,Low
673,17,08_20_22,2,B,3,1,A5,A5,-0.00971,-0.15671939,0.15671939,N_18_20_F_A,N_18_20_F,10.9255,4.173,N_18_20_F_A,F_A,N_18,N,Nitrate,18,20,F,A,R3W8,2B,R3W8_exp2B,159,115,0,Elevated
674,6,08_15_22,2,A,1,1,B2,B2,-0.00532,-0.156722651,0.156722651,A_0_20_S_A,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,B24G39,2A,B24G39_exp2A,210,68,0,Low
675,12,08_20_22,2,B,3,1,D3,D3,-0.00614,-0.157000526,0.157000526,A_10_20_S_S,A_10_20_S,3.133,20.30575,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R6W32,2B,R6W32_exp2B,233,118,0,Low
676,4,08_20_22,2,B,2,0,D1,D1,-0.00415,-0.158342226,0.158342226,A_5_30_S_A,A_5_30_S,3.08375,19.91575,A_5_30_S_A,S_A,A_5,A,Ammonium,5,30,S,A,G31Y80,2B,G31Y80_exp2B,178,110,0,Low
677,14,7_26_22,1,A,3,1,B4,B4,-0.00516,-0.158389381,0.158389381,A_10_30_F_S,A_10_30_F,2.017,22.001,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R12W59,1A,R12W59_exp1A,153,17,0,Low
678,18,7_26_22,1,B,3,1,B5,B5,-0.00652,-0.160237614,0.160237614,N_18_20_F_S,N_18_20_F,10.9255,4.173,N_18_20_F_S,F_S,N_18,N,Nitrate,18,20,F,S,R10W49,1B,R10W49_exp1B,171,49,0,Elevated
679,4,09_01_22,3,A,2,0,D1,D1,-0.00591,-0.160539969,0.160539969,A_5_30_S_A,A_5_30_S,3.08375,19.91575,A_5_30_S_A,S_A,A_5,A,Ammonium,5,30,S,A,G38Y36,3A,G38Y36_exp3A,238,144,0,Low
680,5,08_15_22,2,A,1,1,A2,A2,-0.00696,-0.160821358,0.160821358,A_0_20_F_S,A_0_20_F,3.023,4.275,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,B23G37,2A,B23G37_exp2A,220,67,0,Low
681,9,09_05_22,3,B,3,0,A3,A3,-0.00596,-0.161186873,0.161186873,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10_20_F_A,F_A,A_10,A,Ammonium,10,20,F,A,O21W39,3B,O21W39_exp3B,242,171,0,Low
682,19,7_26_22,1,A,3,0,C5,C5,-0.00419,-0.163237547,0.163237547,N_18_20_S_A,N_18_20_S,13.03475,9.2295,N_18_20_S_A,S_A,N_18,N,Nitrate,18,20,S,A,R5W21,1A,R5W21_exp1A,162,21,0,Elevated
683,8,09_01_22,3,A,1,1,D2,D2,-0.00402,-0.165903042,0.165903042,A_0_30_F_A,A_0_30_F,2.3655,16.977,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,B28G60,3A,B28G60_exp3A,237,135,0,Low
684,11,08_15_22,2,A,1,0,C3,C3,-0.00707,-0.167448916,0.167448916,N_0_20_F_A,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_A,F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B13G3,2A,B13G3_exp2A,174,65,0,Low
685,7,08_15_22,2,A,1,0,C2,C2,-0.00683,-0.167931045,0.167931045,A_0_30_F_A,A_0_30_F,2.3655,16.977,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,B28G59,2A,B28G59_exp2A,210,71,0,Low
686,16,09_05_22,3,B,2,0,D4,D4,-0.00667,-0.170210672,0.170210672,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5_20_S_A,S_A,A_7.5,A,Ammonium,7.5,20,S,A,O15Y21,3B,O15Y21_exp3B,242,167,0,Low
687,7,08_15_22,2,A,1,1,C2,C2,-0.00631,-0.170416375,0.170416375,A_0_20_S_S,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B24G42,2A,B24G42_exp2A,222,68,0,Low
688,12,08_20_22,2,B,1,1,D3,D3,-0.00476,-0.171108015,0.171108015,N_0_20_F_A,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_A,F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B14G15,2B,B14G15_exp2B,184,97,0,Low
689,9,09_01_22,3,A,2,0,A3,A3,-0.00401,-0.171212115,0.171212115,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_S,S_S,N_1.5,N,Nitrate,1.5,20,S,S,G24Y44,3A,G24Y44_exp3A,230,138,0,Low
690,12,7_26_22,1,A,1,1,D3,D3,-0.00422,-0.173322843,0.173322843,N_0_20_F_A,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_A,F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B14G15,1A,B14G15_exp1A,150,1,0,Low
691,24,09_05_22,3,B,2,1,D6,D6,NA,-0.17505085,0.17505085,N_5_20_F_S,N_5_20_F,7.0775,5.2485,N_5_20_F_S,F_S,N_5,N,Nitrate,5,20,F,S,O12Y5,3B,O12Y5_exp3B,256,164,0,Elevated
692,4,09_05_22,3,B,3,1,D1,D1,-0.00498,-0.175831433,0.175831433,N_5_20_S_S,N_5_20_S,5.87925,8.4235,N_5_20_S_S,S_S,N_5,N,Nitrate,5,20,S,S,O13Y11,3B,O13Y11_exp3B,252,165,0,Low
693,5,08_20_22,2,B,2,1,A2,A2,-0.00304,-0.177273056,0.177273056,A_5_30_S_A,A_5_30_S,3.08375,19.91575,A_5_30_S_A,S_A,A_5,A,Ammonium,5,30,S,A,G31Y82,2B,G31Y82_exp2B,225,110,0,Low
694,8,08_20_22,2,B,2,1,D2,D2,-0.00367,-0.178145396,0.178145396,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_S,F_S,N_1.5,N,Nitrate,1.5,20,F,S,G25Y49,2B,G25Y49_exp2B,223,105,0,Low
695,11,09_05_22,3,B,3,1,C3,C3,-0.00552,-0.179467736,0.179467736,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,O22W45,3B,O22W45_exp3B,250,172,0,Low
696,14,08_20_22,2,B,1,1,B4,B4,-0.00794,-0.181184453,0.181184453,N_0_20_S_A,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,B15G23,2B,B15G23_exp2B,203,98,0,Low
